dataset_row,temperature_K,domain,sample_id,topology,Index,archive_file,size_bytes,sha256,n_atoms,sum_charge,min_charge,max_charge
557,300,300K_orthogonal800,linear_orth800_uid000153_sk2_rg0_pl1_alternating__776ea0395166,linear,2,300K_orthogonal800/row_0557__linear_orth800_uid000153_sk2_rg0_pl1_alternating__776ea0395166.data,384818,4e4af85176eb2a0dbacd22cedcccf6dce7fb8e7205ac90568e8e964cccc3ddcf,1091,1.0130785099704553e-14,-0.41519,0.448001
558,300,300K_orthogonal800,star_orth800_uid000903_sk12_rg1_pl1_block__dbc9aaee7369,star,12,300K_orthogonal800/row_0558__star_orth800_uid000903_sk12_rg1_pl1_block__dbc9aaee7369.data,370818,80d161706d246b4d6c0b04bfa1408361a3fb515d14ba6066959fe9d2ea00716a,1092,-3.941291737419306e-15,-0.450832,0.503176
559,300,300K_prod400,star_uid000152_idx64_rg2_pl0_random__c072838a74d3,star,64,300K_prod400/row_0559__star_uid000152_idx64_rg2_pl0_random__c072838a74d3.data,345839,219adf7a6ad8e199a304275bb6e96ee5119d529dfb30c5c4283a4d2d7acffaa2,1026,2.839999991399722e-06,-0.41172475,0.17262267
560,300,300K_orthogonal800,linear_orth800_uid000176_sk1_rg0_pl1_alternating__13ae2553bf81,linear,1,300K_orthogonal800/row_0560__linear_orth800_uid000176_sk1_rg0_pl1_alternating__13ae2553bf81.data,355306,572b190012f27fff848e157266ff0e6159c5084a308fa69b68b74a2539423342,1021,-7.577272143066693e-15,-0.435012,0.470738
561,300,300K_prod400,cyclic_uid000127_idx31_rg0_pl2_block__d70b5e9d30a7,cyclic,31,300K_prod400/row_0561__cyclic_uid000127_idx31_rg0_pl2_block__d70b5e9d30a7.data,353838,a2112ce6f90e31877bc83cc87922e047e866facb8883176dd3f74531e900d301,1056,3.5199999884050204e-06,-0.35497233,0.17262267
562,300,300K_orthogonal800,star_orth800_uid001117_sk9_rg1_pl2_alternating__07261925064a,star,9,300K_orthogonal800/row_0562__star_orth800_uid001117_sk9_rg1_pl2_alternating__07261925064a.data,330865,46e806679f654dc153c9893fd4a7804829433bb98c0cdb8b42d406c1b28a237e,916,-1.1657341758564144e-15,-0.406051,0.172678
563,300,300K_prod400,branch_uid000209_idx80_rg1_pl1_junction_enriched__6cdaea7a1038,branch,80,300K_prod400/row_0563__branch_uid000209_idx80_rg1_pl1_junction_enriched__6cdaea7a1038.data,341923,0f8c6e9ff5fc2369b99a74a09664640f37416ddfb6ac41e536613d9c54e0479d,939,3.4000000295741906e-07,-1.13848819,0.75050748
564,300,300K_orthogonal800,linear_orth800_uid000128_sk3_rg2_pl1_block__e80b13b1ada6,linear,3,300K_orthogonal800/row_0564__linear_orth800_uid000128_sk3_rg2_pl1_block__e80b13b1ada6.data,321780,6c4701c5c39fa9e40cb4e53c84fcba832703a10be1824c397f7857b9b860e685,934,-2.7755575615628914e-17,-1.154846,0.613714
565,300,300K_orthogonal800,star_orth800_uid000812_sk13_rg0_pl1_block__abc1a91cac17,star,13,300K_orthogonal800/row_0565__star_orth800_uid000812_sk13_rg0_pl1_block__abc1a91cac17.data,325853,be97b34007908061cef962ee1bbd81776b7ffa795bb338b617b39ba8f64feb0f,982,-9.825473767932635e-15,-0.382402,0.159487
566,300,300K_orthogonal800,star_orth800_uid001193_sk9_rg0_pl1_random__30eac48804b8,star,9,300K_orthogonal800/row_0566__star_orth800_uid001193_sk9_rg0_pl1_random__30eac48804b8.data,394101,505b6062a8df9dd362540e788a3b4ee964219a1f4bebf2c29f89fb2b00dc5700,1093,1.942890293094024e-16,-0.405393,0.174426
567,300,300K_orthogonal800,cyclic_orth800_uid000449_sk4_rg1_pl0_block__9cb975e2d496,cyclic,4,300K_orthogonal800/row_0567__cyclic_orth800_uid000449_sk4_rg1_pl0_block__9cb975e2d496.data,355661,23968863018aea0e9cf19b6429fc2bfb8500921c5fad8f0729f4057654f1df53,960,5.495603971894525e-15,-0.325132,0.168616
568,300,300K_orthogonal800,cyclic_orth800_uid000512_sk5_rg2_pl1_block__e47bd0aef679,cyclic,5,300K_orthogonal800/row_0568__cyclic_orth800_uid000512_sk5_rg2_pl1_block__e47bd0aef679.data,323480,4d67dc84d3f9efaf8d05df94f8eeab9926a56b47bf1a5bc58210428a1992f821,900,2.7755575615628914e-16,-0.421705,0.452273
569,300,300K_orthogonal800,cyclic_orth800_uid000472_sk7_rg1_pl1_block__642cacc6a2ed,cyclic,7,300K_orthogonal800/row_0569__cyclic_orth800_uid000472_sk7_rg1_pl1_block__642cacc6a2ed.data,319607,d9611a302917474757b3383f38b8f17dbc6cff55c3049a5f6b4e64e18ceb0250,925,-2.525757381022231e-15,-0.453819,0.451709
570,300,300K_orthogonal800,cyclic_orth800_uid000683_sk7_rg0_pl1_random__d8526a7eaf7e,cyclic,7,300K_orthogonal800/row_0570__cyclic_orth800_uid000683_sk7_rg0_pl1_random__d8526a7eaf7e.data,338574,96be7d5f5863ab1a767b300131c30da3c70339fddb5dc7ed9f32c9a1ba6008ff,1015,-1.6653345369377348e-16,-1.144895,0.616815
571,300,300K_prod400,branch_uid000217_idx80_rg1_pl2_junction_enriched__9de425cec355,branch,80,300K_prod400/row_0571__branch_uid000217_idx80_rg1_pl2_junction_enriched__9de425cec355.data,327580,925b24d8c732da312082681562ec798032708daa3e96ab3b483a17bb0e3a5b38,919,-1.0199999969373597e-06,-0.51219973,0.21122827
572,300,300K_orthogonal800,star_orth800_uid001215_sk11_rg1_pl0_random__43995fccb3e5,star,11,300K_orthogonal800/row_0572__star_orth800_uid001215_sk11_rg1_pl0_random__43995fccb3e5.data,336752,742cf732d3f089630fb6c1bef1e5f02c51642862ff4e87a429e6ff06588cb524,981,1.3322676295501878e-15,-0.445702,0.503364
573,300,300K_prod400,comb_uid000189_idx107_rg2_pl0_random__f1a9e3b58086,comb,107,300K_prod400/row_0573__comb_uid000189_idx107_rg2_pl0_random__f1a9e3b58086.data,363265,1d8a184507e745ba23bfc5e9a7d604db7e71f4f75e8f74294bf0aa5e8d1f40a9,1078,1.4099999946226571e-06,-0.40358082,0.17262267
574,300,300K_orthogonal800,cyclic_orth800_uid000680_sk5_rg0_pl1_random__2bfbf0c1f425,cyclic,5,300K_orthogonal800/row_0574__cyclic_orth800_uid000680_sk5_rg0_pl1_random__2bfbf0c1f425.data,355319,0192becadd54e96ea1b5d4d6187e612eefce74cfa4c0f4eff6186ea6aabc59e1,1040,3.2751579226442118e-15,-0.445702,0.503364
575,300,300K_orthogonal800,star_orth800_uid001085_sk13_rg1_pl1_alternating__bc80c7875bc8,star,13,300K_orthogonal800/row_0575__star_orth800_uid001085_sk13_rg1_pl1_alternating__bc80c7875bc8.data,355182,2cddd6c0e9aaad05f2b2044133b97730c5dfd8c67d735046f354f0f1cd7e934b,1040,-3.941291737419306e-15,-0.54438,1.289019
576,300,300K_orthogonal800,cyclic_orth800_uid000463_sk6_rg1_pl1_block__60284a144a96,cyclic,6,300K_orthogonal800/row_0576__cyclic_orth800_uid000463_sk6_rg1_pl1_block__60284a144a96.data,370818,0cb00d1ade21b959cd8f8f9fb3e0c947149270c228c10f448838445f73d26653,1096,-5.773159728050814e-15,-1.145838,0.618385
577,300,300K_orthogonal800,cyclic_orth800_uid000511_sk7_rg2_pl1_block__023ae8f5620c,cyclic,7,300K_orthogonal800/row_0577__cyclic_orth800_uid000511_sk7_rg2_pl1_block__023ae8f5620c.data,386537,0e1d9af754c7829013098bad064d74be9b99609bf0907bf49218e11d6a88d509,1085,-1.3877787807814457e-16,-0.576245,1.285769
578,300,300K_prod400,star_uid000133_idx64_rg1_pl0_junction_enriched__365561176d54,star,64,300K_prod400/row_0578__star_uid000133_idx64_rg1_pl0_junction_enriched__365561176d54.data,349174,1a03b1ac4930fa66730fcde98d4e4083d77f20c8fb9c4cf6adb81a7fcf453394,1035,2.6699999893797788e-06,-0.46744378,0.41060522
579,300,300K_orthogonal800,cyclic_orth800_uid000591_sk5_rg1_pl1_alternating__7610a251aa11,cyclic,5,300K_orthogonal800/row_0579__cyclic_orth800_uid000591_sk5_rg1_pl1_alternating__7610a251aa11.data,316014,ad4ab3e4840ebf5721131a46a97eafcedc3edfafddeb0dedc37689c7059f6c66,940,-6.994405055138486e-15,-2.121001,3.185767
580,300,300K_orthogonal800,star_orth800_uid001101_sk11_rg1_pl1_alternating__c4daeb25651c,star,11,300K_orthogonal800/row_0580__star_orth800_uid001101_sk11_rg1_pl1_alternating__c4daeb25651c.data,371648,3e1325e89e863ab975686add192907648b7349bed8990fb673e525f3610516dd,1061,1.0269562977782698e-15,-0.445207,0.509829
581,300,300K_prod400,linear_uid000062_idx7_rg1_pl2_block__a51b22001eec,linear,7,300K_prod400/row_0581__linear_uid000062_idx7_rg1_pl2_block__a51b22001eec.data,319504,9d865bb69660f36f7a0daeccb377fae4694a5524cc26c76dddc599b533cad1c7,952,2.879999990657023e-06,-0.41172475,0.17262267
582,300,300K_orthogonal800,star_orth800_uid000808_sk14_rg0_pl0_block__9abba3075ed6,star,14,300K_orthogonal800/row_0582__star_orth800_uid000808_sk14_rg0_pl0_block__9abba3075ed6.data,367470,0e8ac2cd4eeeb55206ab46f349060331969de2f318d0d8d08b0a851c2e074c3d,1088,-7.216449660063518e-16,-1.14802,0.620184
583,300,300K_orthogonal800,star_orth800_uid000947_sk12_rg2_pl0_block__576c9aaebc42,star,12,300K_orthogonal800/row_0583__star_orth800_uid000947_sk12_rg2_pl0_block__576c9aaebc42.data,363091,98079564f68d47e9bc94189cd87322fba9eec27574c6a06029bc2be3395c867a,1029,-2.220446049250313e-16,-0.239176,0.18541
584,300,300K_prod400,cyclic_uid000057_idx26_rg1_pl2_random__45eeed3f1dba,cyclic,26,300K_prod400/row_0584__cyclic_uid000057_idx26_rg1_pl2_random__45eeed3f1dba.data,347519,7223e0d70a79a0e42467d3d238510124d67b75cfce9bffcad3e85bec35259fa6,1014,1.3000000151919267e-06,-0.51332953,0.70538547
585,300,300K_prod400,cyclic_uid000101_idx31_rg0_pl0_gradient__d70b5e9d30a7,cyclic,31,300K_prod400/row_0585__cyclic_uid000101_idx31_rg0_pl0_gradient__d70b5e9d30a7.data,353838,edc5ba2d718c2db8ae6719c6b308a50aed820520da6cefcf41b2fadce22e439d,1056,3.5199999884050204e-06,-0.35497233,0.17262267
586,300,300K_prod400,cyclic_uid000046_idx29_rg1_pl2_random__41fd3aa4b2b4,cyclic,29,300K_prod400/row_0586__cyclic_uid000046_idx29_rg1_pl2_random__41fd3aa4b2b4.data,337699,c6870d4043675189be442105e8531661c35e8314376c61d19e005e56e7d868c9,944,2.3599999857959464e-06,-0.14687931,0.15241569
587,300,300K_prod400,branch_uid000170_idx76_rg1_pl1_junction_enriched__208bd1be209a,branch,76,300K_prod400/row_0587__branch_uid000170_idx76_rg1_pl1_junction_enriched__208bd1be209a.data,332612,08940035a2bcdf1b35fddead56f4daa86dbe8c117aaf2bae12b3684d750e0b54,937,1.1999999782741355e-07,-1.12709244,0.70331853
588,300,300K_orthogonal800,cyclic_orth800_uid000410_sk4_rg0_pl1_block__971a09113d92,cyclic,4,300K_orthogonal800/row_0588__cyclic_orth800_uid000410_sk4_rg0_pl1_block__971a09113d92.data,402882,688be21fc1c42877da878a3e9a43290c5e4c1ab809858313278050419a42dfae,1095,1.6375789613221059e-15,-0.473,0.174428
589,300,300K_orthogonal800,star_orth800_uid000788_sk11_rg0_pl0_block__0df131efa0c3,star,11,300K_orthogonal800/row_0589__star_orth800_uid000788_sk11_rg0_pl0_block__0df131efa0c3.data,387681,01d150d0d5b3436fa9df499de1e020a13abef11a9290c9ae8a4c3af16d06a423,1084,-1.7763568394002505e-15,-0.42411,0.457398
590,300,300K_prod400,star_uid000103_idx67_rg1_pl1_junction_enriched__bddcdb224948,star,67,300K_prod400/row_0590__star_uid000103_idx67_rg1_pl1_junction_enriched__bddcdb224948.data,323779,b4281e6f8c581491058b413ce9ce1779b827e0c5c2ae8e93f2fc6aa2f5d5bd84,959,3.0799999933828204e-06,-0.52237532,0.21504768
591,300,300K_orthogonal800,cyclic_orth800_uid000571_sk5_rg1_pl0_alternating__e1ec6ea75cdc,cyclic,5,300K_orthogonal800/row_0591__cyclic_orth800_uid000571_sk5_rg1_pl0_alternating__e1ec6ea75cdc.data,316014,9d0bdfe63575a85d72ebf92ef6c393a1a12772a7388ff72f862c9d2ea032260c,940,-7.105427357601002e-15,-2.121001,3.185767
592,300,300K_orthogonal800,linear_orth800_uid000163_sk1_rg0_pl1_alternating__7b59bea12025,linear,1,300K_orthogonal800/row_0592__linear_orth800_uid000163_sk1_rg0_pl1_alternating__7b59bea12025.data,386588,4a31dc102e6c211d44bc98bed270d73d90783ad1f51fb4ccd06618a300bbf34b,1099,3.608224830031759e-16,-0.439941,0.509702
593,300,300K_prod400,star_uid000174_idx58_rg0_pl1_junction_enriched__481c12e9ed06,star,58,300K_prod400/row_0593__star_uid000174_idx58_rg0_pl1_junction_enriched__481c12e9ed06.data,322158,5749400c4ad5f591ee18f026f089b58e1c8e0ad247285bacea67fdbede8c9393,953,2.1899999909646972e-06,-0.50354181,0.71549819
594,300,300K_prod400,cyclic_uid000044_idx35_rg1_pl0_alternating__f54b828bed41,cyclic,35,300K_prod400/row_0594__cyclic_uid000044_idx35_rg1_pl0_alternating__f54b828bed41.data,345860,ed56c30e92ea9d3cd27fc50c343d68018f1bff611fe8a188dce8ff2371eb43ba,1032,3.4399999886691734e-06,-0.35497233,0.17262267
595,300,300K_prod400,linear_uid000050_idx15_rg1_pl0_alternating__7c2bb4ac4ba6,linear,15,300K_prod400/row_0595__linear_uid000050_idx15_rg1_pl0_alternating__7c2bb4ac4ba6.data,305246,e752d5e77a25604dafe1d27abee60ac40e3b49e8a58f494ff969f2cae30fdddc,900,-5.200000007254957e-07,-1.13927431,0.58037969
596,300,300K_prod400,linear_uid000186_idx20_rg2_pl0_random__01fc35a9f953,linear,20,300K_prod400/row_0596__linear_uid000186_idx20_rg2_pl0_random__01fc35a9f953.data,323050,b30e8ee84b8eb004433cfb28762041117232b960f8903c4156d5a0696e4348a0,943,1.1700000133174626e-06,-0.51332953,0.70538547
597,300,300K_prod400,linear_uid000000_idx16_rg0_pl0_random__4a5134f209f4,linear,16,300K_prod400/row_0597__linear_uid000000_idx16_rg0_pl0_random__4a5134f209f4.data,355667,a3ffc70ac6a6486fb2decd3b51ed6645af9c8c95b1a043722097f10ea9a06e9f,1030,-1.7400000003331417e-06,-0.35802317,0.16802483
598,300,300K_prod400,linear_uid000049_idx15_rg1_pl0_block__0f573699d02f,linear,15,300K_prod400/row_0598__linear_uid000049_idx15_rg1_pl0_block__0f573699d02f.data,333665,361737228bf977b12653372117ac294b74abf6ba6e35479d25a118df6247c5a1,974,2.919999996631173e-06,-0.51423607,0.71763673
599,300,300K_orthogonal800,star_orth800_uid001145_sk8_rg2_pl1_alternating__9dee7e817557,star,8,300K_orthogonal800/row_0599__star_orth800_uid001145_sk8_rg2_pl1_alternating__9dee7e817557.data,366066,ea0e429a167ed92ae22867b1d76bc7db7960f4afa77671338ba633eebb03dd83,1029,2.1649348980190553e-15,-2.190282,3.262669
600,300,300K_orthogonal800,cyclic_orth800_uid000773_sk6_rg2_pl1_random__26c52608bed2,cyclic,6,300K_orthogonal800/row_0600__cyclic_orth800_uid000773_sk6_rg2_pl1_random__26c52608bed2.data,324725,ca2070add227831df3d9848539221e8d9337b21b1cb37fb76d7c9f6f16b164b7,956,-3.83026943495679e-15,-0.319289,0.177978
601,300,300K_orthogonal800,star_orth800_uid001151_sk11_rg2_pl1_alternating__647172c994b6,star,11,300K_orthogonal800/row_0601__star_orth800_uid001151_sk11_rg2_pl1_alternating__647172c994b6.data,337443,863cf1a2341a3dd512869368e3959a2a157f5ffe8ed3760a8e12fcb3d502c179,984,5.551115123125783e-15,-0.444835,0.503845
602,300,300K_orthogonal800,linear_orth800_uid000373_sk3_rg1_pl2_random__c39838ee4982,linear,3,300K_orthogonal800/row_0602__linear_orth800_uid000373_sk3_rg1_pl2_random__c39838ee4982.data,329599,951167fe16e1cc3129b9b0f60818d728f1e3da341714df2d0a17b509788d87a1,968,-4.6351811278100286e-15,-0.478537,0.181852
603,300,300K_orthogonal800,cyclic_orth800_uid000589_sk6_rg1_pl1_alternating__d77369562391,cyclic,6,300K_orthogonal800/row_0603__cyclic_orth800_uid000589_sk6_rg1_pl1_alternating__d77369562391.data,328036,8d2d14633d9c9e875ff35c9637006adee4cbb240bde4f3d33bb5943bc0337107,946,-4.440892098500626e-16,-0.443919,0.504344
604,300,300K_orthogonal800,linear_orth800_uid000330_sk3_rg1_pl1_random__e89a872987a4,linear,3,300K_orthogonal800/row_0604__linear_orth800_uid000330_sk3_rg1_pl1_random__e89a872987a4.data,307674,9ae99ce61606f7d4872f470517d91bf854f0e5107bdff28b672ba204c60576d7,925,-2.275957200481571e-15,-3.085343,3.67493
605,300,300K_orthogonal800,cyclic_orth800_uid000754_sk6_rg1_pl2_random__2e6828d7228f,cyclic,6,300K_orthogonal800/row_0605__cyclic_orth800_uid000754_sk6_rg1_pl2_random__2e6828d7228f.data,330839,9d68452b63fee7b6134acfbc6c5639ee4f21603fb8ba2c49e4e2065f7c017247,996,2.220446049250313e-16,-0.454263,0.452346
606,300,300K_prod400,star_uid000235_idx56_rg2_pl1_junction_enriched__bdc3e584037d,star,56,300K_prod400/row_0606__star_uid000235_idx56_rg2_pl1_junction_enriched__bdc3e584037d.data,328109,b0f68393d93c0f0083534d9ba3246082e40717071d410a998b55dbe9f05d2c3e,948,6.600000121426142e-07,-0.51798587,0.71178693
607,300,300K_orthogonal800,star_orth800_uid000824_sk11_rg0_pl1_block__36b4904379c6,star,11,300K_orthogonal800/row_0607__star_orth800_uid000824_sk11_rg0_pl1_block__36b4904379c6.data,331216,86e2bc8853f960ed62778d91b989a012ca004febe45401d0c52e8d8c42f78782,975,-7.216449660063518e-16,-0.455575,0.503353
608,300,300K_prod400,linear_uid000065_idx7_rg1_pl2_random__ceb50429fecb,linear,7,300K_prod400/row_0608__linear_uid000065_idx7_rg1_pl2_random__ceb50429fecb.data,321140,f4d5440890f8b94223c9c167f2cb51b0b9d1806b7f66e7a644cf000e6bfb34e5,958,2.7399999901478456e-06,-0.39508273,0.17262267
609,300,300K_orthogonal800,cyclic_orth800_uid000413_sk4_rg0_pl1_block__5c6cadcc3f66,cyclic,4,300K_orthogonal800/row_0609__cyclic_orth800_uid000413_sk4_rg0_pl1_block__5c6cadcc3f66.data,382831,aa93ed8c8523fb8e28133bf8d463daa8f8b804240b32431b6e1171155fb6241e,1050,-3.885780586188048e-16,-0.45799,0.451709
610,300,300K_prod400,linear_uid000075_idx5_rg2_pl0_block__303d0f8f0514,linear,5,300K_prod400/row_0610__linear_uid000075_idx5_rg2_pl0_block__303d0f8f0514.data,325526,b05cc7f8928edc38fdc6ea88cccd721b2c9ceb4c6944495b25d0cafe818d616f,982,1.869999993298066e-06,-0.50602375,0.41547408
611,300,300K_prod400,star_uid000074_idx66_rg0_pl0_random__4307da8cd345,star,66,300K_prod400/row_0611__star_uid000074_idx66_rg0_pl0_random__4307da8cd345.data,328120,f9a3c348c84e8ebcaaf3ea48300f94038afee45ad620f4ab9d0dd0f45e216441,962,1.2199999991080457e-06,-1.13685156,0.57964844
612,300,300K_orthogonal800,cyclic_orth800_uid000446_sk6_rg1_pl0_block__b6ed9fc0f8c1,cyclic,6,300K_orthogonal800/row_0612__cyclic_orth800_uid000446_sk6_rg1_pl0_block__b6ed9fc0f8c1.data,366577,4f86ece0120ddfd3415a3a992efe1b0889eec2f38c70cecb930019612bc75ab7,1068,-5.412337245047638e-15,-0.575858,1.28423
613,300,300K_orthogonal800,star_orth800_uid001276_sk9_rg1_pl2_random__f8f099d24e00,star,9,300K_orthogonal800/row_0613__star_orth800_uid001276_sk9_rg1_pl2_random__f8f099d24e00.data,353086,ae7ceb2d2d6e3c50601238168130d5be80cecb569a188ea7c31bd0f43acfdea3,975,2.525757381022231e-15,-0.534354,1.293726
614,300,300K_prod400,comb_uid000312_idx102_rg0_pl0_random__518b4c195218,comb,102,300K_prod400/row_0614__comb_uid000312_idx102_rg0_pl0_random__518b4c195218.data,336378,3acecae3d01bc95f1d87fa7399bd26b51a55dd62d327b2f8518c6ac80a96e904,985,3.2000000549370355e-07,-1.12596031,0.57750081
615,300,300K_prod400,branch_uid000138_idx76_rg0_pl0_junction_enriched__8eb6a381cd07,branch,76,300K_prod400/row_0615__branch_uid000138_idx76_rg0_pl0_junction_enriched__8eb6a381cd07.data,313364,55ee6ecb04c4a257adf7acdb55f06ca9c461f0310e186b152e60148e65cc34eb,903,-1.4399999994363366e-06,-0.53338925,0.42906044
616,300,300K_orthogonal800,linear_orth800_uid000301_sk2_rg0_pl1_random__ae4fb62a6918,linear,2,300K_orthogonal800/row_0616__linear_orth800_uid000301_sk2_rg0_pl1_random__ae4fb62a6918.data,331807,e6bbe2a36bc39ad7e4fda3c6f5b35e06038604355b2049b5946b7fc9b18b8f22,954,-4.9960036108132044e-15,-1.14728,0.612517
617,300,300K_orthogonal800,linear_orth800_uid000244_sk2_rg1_pl2_alternating__d8706a592e79,linear,2,300K_orthogonal800/row_0617__linear_orth800_uid000244_sk2_rg1_pl2_alternating__d8706a592e79.data,362570,907d970c968b067a044682734d4f9b5ced4d3523a85593a17176302672abef1b,1072,3.0531133177191805e-16,-1.145838,0.618385
618,300,300K_prod400,comb_uid000148_idx107_rg0_pl0_random__1dd3acb80214,comb,107,300K_prod400/row_0618__comb_uid000148_idx107_rg0_pl0_random__1dd3acb80214.data,367579,4294f73152558db2ad4c7f135715332d012bd0f814a0cba85f5f5c69c1b624ab,1038,1.2999999899621084e-06,-0.37593238,0.17309183
619,300,300K_prod400,linear_uid000054_idx15_rg1_pl0_gradient__63f4aa879619,linear,15,300K_prod400/row_0619__linear_uid000054_idx15_rg1_pl0_gradient__63f4aa879619.data,340489,b4cbd9f2f18579b61052ccad523e9a4af84b71b716f6102abae1467f98556eef,988,2.7799999965938405e-06,-0.52296553,0.71763673
620,300,300K_prod400,star_uid000210_idx58_rg2_pl1_junction_enriched__d37b5e7f39c2,star,58,300K_prod400/row_0620__star_uid000210_idx58_rg2_pl1_junction_enriched__d37b5e7f39c2.data,317549,f5553279447e5077304251b9fd9e590a044bd382522c575786556a9abba324c4,937,3.0699999931660393e-06,-0.50354181,0.71549819
621,300,300K_prod400,branch_uid000214_idx80_rg1_pl2_random__8a3b85e392df,branch,80,300K_prod400/row_0621__branch_uid000214_idx80_rg1_pl2_random__8a3b85e392df.data,350264,983d403485b37108304c44bbcf6ccf74fdb443378de5c4cb47df53947bd3fef4,977,8.000000030206067e-07,-1.12709244,0.57179056
622,300,300K_orthogonal800,star_orth800_uid001118_sk14_rg1_pl2_alternating__bec15d884b9f,star,14,300K_orthogonal800/row_0622__star_orth800_uid001118_sk14_rg1_pl2_alternating__bec15d884b9f.data,316713,dad616ac133aa77b55e977af49511b36ec72556772cf2a8a55af865df6c74637,933,-8.049116928532385e-16,-0.486023,0.460076
623,300,300K_orthogonal800,star_orth800_uid000974_sk9_rg2_pl1_block__cff051448b87,star,9,300K_orthogonal800/row_0623__star_orth800_uid000974_sk9_rg2_pl1_block__cff051448b87.data,380993,ca1d49610a7679ae1d0ccdec1d0d097c5bcafd75ad5915f37be3e2ce14f7a1e0,1057,-2.4147350785597155e-15,-0.534354,1.293726
624,300,300K_prod400,linear_uid000023_idx4_rg0_pl1_alternating__58ac1fa2dff1,linear,4,300K_prod400/row_0624__linear_uid000023_idx4_rg0_pl1_alternating__58ac1fa2dff1.data,355551,f0d70edfa5b6d817cd9e4c50a19ebb531cd971137a5717ded02d82842a47e7c5,1071,5.10000002312827e-07,-0.401927,0.16821012
625,300,300K_prod400,linear_uid000074_idx15_rg2_pl0_gradient__5ea5588054c9,linear,15,300K_prod400/row_0625__linear_uid000074_idx15_rg2_pl0_gradient__5ea5588054c9.data,338896,80085383d28d176b00e5532a9e56b173c7f17bd4bc9d20b6ff31fb8987306c1f,1000,9.599999983289642e-07,-1.115086,0.57750081
626,300,300K_prod400,star_uid000181_idx58_rg0_pl2_junction_enriched__1d9660001842,star,58,300K_prod400/row_0626__star_uid000181_idx58_rg0_pl2_junction_enriched__1d9660001842.data,315801,ad811e894748de8d5d46d2c17cdebc3098212bef42384004f777b12ed9c564fe,935,2.999999993424929e-06,-0.52237532,0.21504768
627,300,300K_prod400,linear_uid000036_idx4_rg0_pl2_block__d2479d73567b,linear,4,300K_prod400/row_0627__linear_uid000036_idx4_rg0_pl2_block__d2479d73567b.data,368532,a001ead405bf05570cf48767233f486eebbda755b3fdc8783c54d1d22b0619b1,1054,1.2699999991094835e-06,-0.53377727,0.7200268
